"lwr","med","upr","metric","mod","method"
0.239848101297043,0.246680229767424,0.253600811626789,"nll","ci","log-linear"
0.0191458177312609,0.0198137718230034,0.0205778660519224,"rps","ci","log-linear"
0.0569903858189295,0.0605246307780203,0.0643708679800319,"eqwk","ci","log-linear"
0.0645797136889156,0.0670954049448921,0.0696252104426786,"eacc","ci","log-linear"
0.0294146187566679,0.0618736607952111,0.0950188907428814,"cint","ci","log-linear"
1.32909733273218,1.36162938203957,1.39518683602161,"cslope","ci","log-linear"
