"lwr","med","upr","metric","mod","method"
0.441791240393765,0.447611158190285,0.453086129937514,"nll","ci","avg"
0.0247794672785178,0.025281688204755,0.0257409680477816,"rps","ci","avg"
0.0534042021284586,0.0556689818171538,0.0578465976578025,"eqwk","ci","avg"
0.10531926239563,0.107446389928588,0.109602575947583,"eacc","ci","avg"
0.0541676276810418,0.0717627465338772,0.0890749216010321,"cint","ci","avg"
1.46996303472742,1.49267669731146,1.51637561546708,"cslope","ci","avg"
