"w.1","w.2","w.3","w.4","w.5","spl","method"
0,0.0274823380791234,0.579437502309741,0.393080159611136,0,1,"linear"
0.0384981157324982,0.500965630031661,0,0.460536254235841,0,2,"linear"
0.148413357526331,0,0.851586642473669,0,0,3,"linear"
0.75834901745243,0.24165098254757,0,0,0,4,"linear"
0.729774205131234,0,0.0488835084983942,0.204426986832356,0.016915299538016,5,"linear"
0.426515987809745,0.295413967819452,0,0,0.278070044370803,6,"linear"
0,0.0348102027614214,0.578208692245921,0.386981104992658,0,1,"log-linear"
0.0644263225609133,0.481836372683398,0.00852681977117726,0.445210484984511,0,2,"log-linear"
0.155245461672662,0.0374655398887985,0.784697756776507,0,0.0225912416620319,3,"log-linear"
0.737559521319063,0.262440478680937,0,0,0,4,"log-linear"
0.702099712429619,0,0.0576034429897314,0.24029684458065,0,5,"log-linear"
0.392597515901783,0.235820824271989,0.00616607456483634,0,0.365415585261392,6,"log-linear"
0,0.0497585689865254,0.553907959013465,0.396333472000009,0,1,"trafo"
0.116977996168451,0.468968988588851,0.00640028699883734,0.407652728243861,0,2,"trafo"
0.179685524679977,0.0573695269615036,0.718645783309432,0,0.044299165049087,3,"trafo"
0.714854047562172,0.285145952437828,0,0,0,4,"trafo"
0.598182046327493,0,0.139748616265238,0.247937164731891,0.0141321726753785,5,"trafo"
0.410934966201982,0.254910011024658,0.0106921822678251,0,0.323462840505535,6,"trafo"
