"lwr","med","upr","metric","mod","method"
0.251597752374468,0.256647687930395,0.261311283285445,"nll","ci","avgll"
0.0201682593121325,0.0207111261337112,0.0212062862110396,"rps","ci","avgll"
0.0599851337208107,0.062783808803441,0.0654044162353912,"eqwk","ci","avgll"
0.0690847971042633,0.0710172680087926,0.0729355065276398,"eacc","ci","avgll"
0.0933526614666501,0.119565268294009,0.143936964497603,"cint","ci","avgll"
1.29431558493422,1.31550255062153,1.33925358781675,"cslope","ci","avgll"
