"lwr","med","upr","metric","mod","method"
0.0695749793471765,0.0742482155926617,0.0786422760213079,"nll","cils","linear"
0.0148092791548847,0.0160499421393773,0.0171444596821422,"brier","cils","linear"
0.177983363417311,0.194388272237109,0.212384360248877,"eauc","cils","linear"
0.0157780442626174,0.0171671033838041,0.0183244226623302,"eacc","cils","linear"
-0.12239266096154,-0.0388328274237242,0.0332788166493813,"cint","cils","linear"
1.08172159813612,1.16443214403748,1.24724986432137,"cslope","cils","linear"
-0.01406620444312,-0.00939296819763484,-0.0049989077689886,"dnll","cils","linear"
-0.00182656891044994,-0.000585905925957394,0.000508611616807533,"dbrier","cils","linear"
-0.168140782395968,-0.151735873576169,-0.133739785564401,"deauc","cils","linear"
-0.00131209487833843,7.6964242848301e-05,0.00123428352137436,"deacc","cils","linear"
