"var","lor","mod","spl","w"
"s_age",0.591883480548859,"cils","1",0.0977518248583075
"s_age",0.555846571922302,"cils","1",0.197660260145648
"s_age",0.578834891319275,"cils","1",0
"s_age",0.569811880588531,"cils","1",0
"s_age",0.580984950065613,"cils","1",0.704587914996045
"s_age",0.640679717063904,"cils","2",0
"s_age",0.642266452312469,"cils","2",0
"s_age",0.628133714199066,"cils","2",1
"s_age",0.632874429225922,"cils","2",0
"s_age",0.676979720592499,"cils","2",0
"s_age",0.66731059551239,"cils","3",0
"s_age",0.66910982131958,"cils","3",0
"s_age",0.651211440563202,"cils","3",0.353634191717489
"s_age",0.664812207221985,"cils","3",0
"s_age",0.665460467338562,"cils","3",0.646365808282511
"s_age",0.631896078586578,"cils","4",0
"s_age",0.642217218875885,"cils","4",0
"s_age",0.634981691837311,"cils","4",0.350253728630372
"s_age",0.661159753799438,"cils","4",0
"s_age",0.64384001493454,"cils","4",0.649746271369628
"s_age",0.668928325176239,"cils","5",0.626119510926284
"s_age",0.680825710296631,"cils","5",0.037391716441304
"s_age",0.656231164932251,"cils","5",0
"s_age",0.657522022724152,"cils","5",0.336488772632412
"s_age",0.656250238418579,"cils","5",0
"s_age",0.648851215839386,"cils","6",0.543050976826301
"s_age",0.599908828735352,"cils","6",0.392878130196878
"s_age",0.608940422534943,"cils","6",0.0640708929768208
"s_age",0.617466926574707,"cils","6",0
"s_age",0.661342918872833,"cils","6",0
"s_age",0.636766405155801,"sils","1",1
"s_age",0.68650444870196,"sils","2",1
"s_age",0.6936326217698,"sils","3",1
"s_age",0.700588041051155,"sils","4",1
"s_age",0.691988871628465,"sils","5",1
"s_age",0.660187580849593,"sils","6",1
