"metric","ens","val","spl"
"acc",1,0.983061101028433,1
"acc",2,0.982758620689655,1
"acc",3,0.982909860859044,1
"acc",4,0.982909860859044,1
"acc",5,0.982909860859044,1
"binacc",1,0.983061101028433,1
"binacc",2,0.982758620689655,1
"binacc",3,0.982909860859044,1
"binacc",4,0.982909860859044,1
"binacc",5,0.982909860859044,1
"eacc",1,0.0169388989715669,1
"eacc",2,0.0172413793103449,1
"eacc",3,0.0170901391409558,1
"eacc",4,0.0170901391409558,1
"eacc",5,0.0170901391409558,1
"ebinacc",1,0.0169388989715669,1
"ebinacc",2,0.0172413793103449,1
"ebinacc",3,0.0170901391409558,1
"ebinacc",4,0.0170901391409558,1
"ebinacc",5,0.0170901391409558,1
"nll",1,0.0762097945991936,1
"nll",2,0.0768048581549328,1
"nll",3,0.0776458244179122,1
"nll",4,0.0751118373841174,1
"nll",5,0.0721070279678244,1
"binnll",1,0.0762097945991936,1
"binnll",2,0.0768048581549328,1
"binnll",3,0.0776458244179122,1
"binnll",4,0.0751118373841174,1
"binnll",5,0.0721070279678244,1
"rps",1,0.0160456386893611,1
"rps",2,0.0161823988870764,1
"rps",3,0.0163132199206285,1
"rps",4,0.016054580173936,1
"rps",5,0.0158784295868658,1
"cint",1,-0.250145974084681,1
"cint",2,-0.331557811698618,1
"cint",3,-0.251411736247643,1
"cint",4,-0.174038145182796,1
"cint",5,-0.189241696020776,1
"cslope",1,1.22671389673899,1
"cslope",2,1.12412095651272,1
"cslope",3,0.949871852906341,1
"cslope",4,1.20701539710317,1
"cslope",5,0.996512608170015,1
"brier",1,0.0160456386893611,1
"brier",2,0.0161823988870764,1
"brier",3,0.0163132199206285,1
"brier",4,0.016054580173936,1
"brier",5,0.0158784295868658,1
"auc",1,0.777479395604396,1
"auc",2,0.784831043956044,1
"auc",3,0.760123626373626,1
"auc",4,0.801756868131868,1
"auc",5,0.826666208791209,1
"eauc",1,0.222520604395604,1
"eauc",2,0.215168956043956,1
"eauc",3,0.239876373626374,1
"eauc",4,0.198243131868132,1
"eauc",5,0.173333791208791,1
"qwk",1,0,1
"qwk",2,-0.000594700791164415,1
"qwk",3,-0.000299893430727227,1
"qwk",4,-0.000299893430727227,1
"qwk",5,-0.000299893430727227,1
"eqwk",1,1,1
"eqwk",2,1.00059470079116,1
"eqwk",3,1.00029989343073,1
"eqwk",4,1.00029989343073,1
"eqwk",5,1.00029989343073,1
"acc",1,0.983061101028433,2
"acc",2,0.983212341197822,2
"acc",3,0.983212341197822,2
"acc",4,0.983212341197822,2
"acc",5,0.983212341197822,2
"binacc",1,0.983061101028433,2
"binacc",2,0.983212341197822,2
"binacc",3,0.983212341197822,2
"binacc",4,0.983212341197822,2
"binacc",5,0.983212341197822,2
"eacc",1,0.0169388989715669,2
"eacc",2,0.0167876588021778,2
"eacc",3,0.0167876588021778,2
"eacc",4,0.0167876588021778,2
"eacc",5,0.0167876588021778,2
"ebinacc",1,0.0169388989715669,2
"ebinacc",2,0.0167876588021778,2
"ebinacc",3,0.0167876588021778,2
"ebinacc",4,0.0167876588021778,2
"ebinacc",5,0.0167876588021778,2
"nll",1,0.0756138588945798,2
"nll",2,0.0811136315162744,2
"nll",3,0.0727155062080048,2
"nll",4,0.0759467048455672,2
"nll",5,0.0781873234815421,2
"binnll",1,0.0756138588945798,2
"binnll",2,0.0811136315162744,2
"binnll",3,0.0727155062080048,2
"binnll",4,0.0759467048455672,2
"binnll",5,0.0781873234815421,2
"rps",1,0.0157995772102085,2
"rps",2,0.0160006876090235,2
"rps",3,0.015565059117553,2
"rps",4,0.0158800348318532,2
"rps",5,0.0159460710385949,2
"cint",1,-0.250535365047917,2
"cint",2,-0.514707345107869,2
"cint",3,-0.0974148313757677,2
"cint",4,-0.150334373915866,2
"cint",5,-0.23727144649538,2
"cslope",1,1.24864502344585,2
"cslope",2,1.19778760941253,2
"cslope",3,1.17225072648167,2
"cslope",4,1.28315171032744,2
"cslope",5,1.27363609192072,2
"brier",1,0.0157995772102085,2
"brier",2,0.0160006876090235,2
"brier",3,0.015565059117553,2
"brier",4,0.0158800348318532,2
"brier",5,0.0159460710385949,2
"auc",1,0.762757219610012,2
"auc",2,0.702694387973576,2
"auc",3,0.801049318815816,2
"auc",4,0.760133922570471,2
"auc",5,0.710738888403863,2
"eauc",1,0.237242780389988,2
"eauc",2,0.297305612026424,2
"eauc",3,0.198950681184184,2
"eauc",4,0.239866077429529,2
"eauc",5,0.289261111596137,2
"qwk",1,-0.000299869516237505,2
"qwk",2,0,2
"qwk",3,0,2
"qwk",4,0,2
"qwk",5,0,2
"eqwk",1,1.00029986951624,2
"eqwk",2,1,2
"eqwk",3,1,2
"eqwk",4,1,2
"eqwk",5,1,2
"acc",1,0.981397459165154,3
"acc",2,0.981246218995765,3
"acc",3,0.981246218995765,3
"acc",4,0.981397459165154,3
"acc",5,0.981246218995765,3
"binacc",1,0.981397459165154,3
"binacc",2,0.981246218995765,3
"binacc",3,0.981246218995765,3
"binacc",4,0.981397459165154,3
"binacc",5,0.981246218995765,3
"eacc",1,0.0186025408348457,3
"eacc",2,0.0187537810042347,3
"eacc",3,0.0187537810042347,3
"eacc",4,0.0186025408348457,3
"eacc",5,0.0187537810042347,3
"ebinacc",1,0.0186025408348457,3
"ebinacc",2,0.0187537810042347,3
"ebinacc",3,0.0187537810042347,3
"ebinacc",4,0.0186025408348457,3
"ebinacc",5,0.0187537810042347,3
"nll",1,0.0801607841569671,3
"nll",2,0.0857543686750886,3
"nll",3,0.0811833332536301,3
"nll",4,0.0822453218872482,3
"nll",5,0.0793193240251079,3
"binnll",1,0.0801607841569671,3
"binnll",2,0.0857543686750886,3
"binnll",3,0.0811833332536301,3
"binnll",4,0.0822453218872482,3
"binnll",5,0.0793193240251079,3
"rps",1,0.0173780545786384,3
"rps",2,0.0177369341347352,3
"rps",3,0.0174449477189508,3
"rps",4,0.0176159313176151,3
"rps",5,0.0174056894189569,3
"cint",1,-0.101081616579916,3
"cint",2,-0.316004948119106,3
"cint",3,-0.108465674816633,3
"cint",4,0.0258381586930714,3
"cint",5,0.0369366590669842,3
"cslope",1,1.33472031990497,3
"cslope",2,1.07177100158436,3
"cslope",3,0.890984700571957,3
"cslope",4,0.964722741342113,3
"cslope",5,1.14143205774633,3
"brier",1,0.0173780545786384,3
"brier",2,0.0177369341347352,3
"brier",3,0.0174449477189508,3
"brier",4,0.0176159313176151,3
"brier",5,0.0174056894189569,3
"auc",1,0.795704614918285,3
"auc",2,0.728644320392028,3
"auc",3,0.788215160776984,3
"auc",4,0.767943115511885,3
"auc",5,0.799857283588876,3
"eauc",1,0.204295385081715,3
"eauc",2,0.271355679607972,3
"eauc",3,0.211784839223016,3
"eauc",4,0.232056884488115,3
"eauc",5,0.200142716411124,3
"qwk",1,-0.000300111188735519,3
"qwk",2,-0.000595557725164619,3
"qwk",3,0.0147187478969784,3
"qwk",4,0.0151277356351905,3
"qwk",5,-0.000595557725164619,3
"eqwk",1,1.00030011118874,3
"eqwk",2,1.00059555772516,3
"eqwk",3,0.985281252103022,3
"eqwk",4,0.984872264364809,3
"eqwk",5,1.00059555772516,3
"acc",1,0.983363581367211,4
"acc",2,0.983363581367211,4
"acc",3,0.983212341197822,4
"acc",4,0.983363581367211,4
"acc",5,0.983363581367211,4
"binacc",1,0.983363581367211,4
"binacc",2,0.983363581367211,4
"binacc",3,0.983212341197822,4
"binacc",4,0.983363581367211,4
"binacc",5,0.983363581367211,4
"eacc",1,0.0166364186327889,4
"eacc",2,0.0166364186327889,4
"eacc",3,0.0167876588021778,4
"eacc",4,0.0166364186327889,4
"eacc",5,0.0166364186327889,4
"ebinacc",1,0.0166364186327889,4
"ebinacc",2,0.0166364186327889,4
"ebinacc",3,0.0167876588021778,4
"ebinacc",4,0.0166364186327889,4
"ebinacc",5,0.0166364186327889,4
"nll",1,0.0743563892233415,4
"nll",2,0.076335115355761,4
"nll",3,0.075777482746296,4
"nll",4,0.077109441478082,4
"nll",5,0.0750845208257876,4
"binnll",1,0.0743563892233415,4
"binnll",2,0.076335115355761,4
"binnll",3,0.075777482746296,4
"binnll",4,0.077109441478082,4
"binnll",5,0.0750845208257876,4
"rps",1,0.015678429104192,4
"rps",2,0.0157976370878012,4
"rps",3,0.0158614725174242,4
"rps",4,0.0158453655889467,4
"rps",5,0.0157520151181971,4
"cint",1,0.0226655807000829,4
"cint",2,0.0299691629423427,4
"cint",3,-0.0562256926545098,4
"cint",4,-0.292936616787071,4
"cint",5,0.0506592027066538,4
"cslope",1,0.963305949803629,4
"cslope",2,1.06126307411325,4
"cslope",3,0.964848721196645,4
"cslope",4,1.17028663467587,4
"cslope",5,1.00337437849789,4
"brier",1,0.015678429104192,4
"brier",2,0.0157976370878012,4
"brier",3,0.0158614725174242,4
"brier",4,0.0158453655889467,4
"brier",5,0.0157520151181971,4
"auc",1,0.778970107099913,4
"auc",2,0.74280361287436,4
"auc",3,0.767774950364923,4
"auc",4,0.749907720701323,4
"auc",5,0.773738150499147,4
"eauc",1,0.221029892900087,4
"eauc",2,0.25719638712564,4
"eauc",3,0.232225049635077,4
"eauc",4,0.250092279298677,4
"eauc",5,0.226261849500853,4
"qwk",1,0.0172732480840532,4
"qwk",2,0,4
"qwk",3,-0.000299845170857127,4
"qwk",4,0,4
"qwk",5,0,4
"eqwk",1,0.982726751915947,4
"eqwk",2,1,4
"eqwk",3,1.00029984517086,4
"eqwk",4,1,4
"eqwk",5,1,4
"acc",1,0.982909860859044,5
"acc",2,0.982909860859044,5
"acc",3,0.982456140350877,5
"acc",4,0.982909860859044,5
"acc",5,0.982304900181488,5
"binacc",1,0.982909860859044,5
"binacc",2,0.982909860859044,5
"binacc",3,0.982456140350877,5
"binacc",4,0.982909860859044,5
"binacc",5,0.982304900181488,5
"eacc",1,0.0170901391409558,5
"eacc",2,0.0170901391409558,5
"eacc",3,0.0175438596491229,5
"eacc",4,0.0170901391409558,5
"eacc",5,0.0176950998185118,5
"ebinacc",1,0.0170901391409558,5
"ebinacc",2,0.0170901391409558,5
"ebinacc",3,0.0175438596491229,5
"ebinacc",4,0.0170901391409558,5
"ebinacc",5,0.0176950998185118,5
"nll",1,0.0750190685740425,5
"nll",2,0.0763523885073232,5
"nll",3,0.081049685379506,5
"nll",4,0.0747386558088487,5
"nll",5,0.0776158336322833,5
"binnll",1,0.0750190685740425,5
"binnll",2,0.0763523885073232,5
"binnll",3,0.081049685379506,5
"binnll",4,0.0747386558088487,5
"binnll",5,0.0776158336322833,5
"rps",1,0.0162575530302682,5
"rps",2,0.0162697687364074,5
"rps",3,0.0165792544937316,5
"rps",4,0.0161350532111316,5
"rps",5,0.0165000992487783,5
"cint",1,0.123902348341779,5
"cint",2,-0.0680097337887425,5
"cint",3,-0.194585773164521,5
"cint",4,0.275142906787842,5
"cint",5,-0.0193681677941707,5
"cslope",1,1.16553515327878,5
"cslope",2,1.18450693082768,5
"cslope",3,0.817787820046444,5
"cslope",4,0.991054070758916,5
"cslope",5,0.970107054721215,5
"brier",1,0.0162575530302682,5
"brier",2,0.0162697687364074,5
"brier",3,0.0165792544937316,5
"brier",4,0.0161350532111316,5
"brier",5,0.0165000992487783,5
"auc",1,0.811824011045947,5
"auc",2,0.790995755643823,5
"auc",3,0.706188971210002,5
"auc",4,0.807996328911051,5
"auc",5,0.771986704557679,5
