"lwr","med","upr","metric","mod","method"
0.0732575349686841,0.0767367531076719,0.0804504263383487,"nll","ci","avg"
0.0153811017417149,0.0163543674637018,0.0173345622921168,"brier","ci","avg"
0.187356359659191,0.197837553884714,0.209807316088607,"eauc","ci","avg"
0.0161258602552265,0.0171488434747104,0.0182003726891825,"eacc","ci","avg"
-0.0733666964844541,-0.00863725303393573,0.057856014210326,"cint","ci","avg"
1.16190409135662,1.22785223500064,1.29247470072595,"cslope","ci","avg"
-0.0103836488216124,-0.00690443068262463,-0.00319075745194784,"dnll","ci","avg"
-0.00125474632361973,-0.000281480601632839,0.00069871422678212,"dbrier","ci","avg"
-0.158767786154088,-0.148286591928564,-0.136316829724672,"deauc","ci","avg"
-0.00096427888572936,5.87043337545937e-05,0.00111023354822662,"deacc","ci","avg"
