"lwr","med","upr","metric","mod","method"
0.0714841914319769,0.0759461560984704,0.0804190437689855,"nll","ci","linear"
0.0151104520650803,0.0163148880636927,0.0174891145202286,"brier","ci","linear"
0.171432337750309,0.18729576960891,0.201760276785367,"eauc","ci","linear"
0.0158559674083164,0.0171781437912278,0.01844407300301,"eacc","ci","linear"
-0.0959571842568978,-0.0156855250259738,0.0589775719717041,"cint","ci","linear"
1.21817749756584,1.31908664377776,1.41278545185335,"cslope","ci","linear"
-0.0121569923583196,-0.00769502769182609,-0.00322214002131104,"dnll","ci","linear"
-0.00152539600025439,-0.00032096000164195,0.000853266454893961,"dbrier","ci","linear"
-0.174691808062969,-0.158828376204369,-0.144363869027911,"deauc","ci","linear"
-0.00123417173263942,8.80046502719784e-05,0.00135393386205413,"deacc","ci","linear"
