"lwr","med","upr","metric","mod","method"
0.0701123415497599,0.0743894580091474,0.0787620176167755,"nll","cils","trafo"
0.0149230531591971,0.0160495217533969,0.0171778261902312,"brier","cils","trafo"
0.17987767898863,0.196562978578504,0.214611373468517,"eauc","cils","trafo"
0.0158682575187321,0.017118793271274,0.0184401766591085,"eacc","cils","trafo"
-0.0875267713203923,-0.0143655424172806,0.0607389660933469,"cint","cils","trafo"
1.09167297854129,1.17860366390996,1.26074331827151,"cslope","cils","trafo"
-0.0135288422405366,-0.00925172578114915,-0.004879166173521,"dnll","cils","trafo"
-0.00171279490613754,-0.000586326311937784,0.000541978124896547,"dbrier","cils","trafo"
-0.166246466824648,-0.149561167234775,-0.131512772344761,"deauc","cils","trafo"
-0.00122188162222372,2.86541303181996e-05,0.00135003751815267,"deacc","cils","trafo"
