"lwr","med","upr","metric","mod","method"
0.0757907068631432,0.0788366049449298,0.0819819175621014,"nll","ci","avg"
0.01578473914634,0.0165038595742955,0.0172894887146993,"brier","ci","avg"
0.216756724270799,0.22821631248841,0.240089349564172,"eauc","ci","avg"
0.0165821453326799,0.0173581860669802,0.0182037458151699,"eacc","ci","avg"
-0.0142670522256146,0.0357909243380446,0.0863081542636265,"cint","ci","avg"
1.02984233048202,1.08496114392854,1.13932204020665,"cslope","ci","avg"
-0.0081142034859215,-0.00506830540413488,-0.00192299278696332,"dnll","ci","avg"
-0.000849556958418744,-0.000130436530463254,0.000655192609940587,"dbrier","ci","avg"
-0.12936742154248,-0.117907833324869,-0.106034796249107,"deauc","ci","avg"
-0.000507993808275928,0.000268046926024331,0.00111360667421406,"deacc","ci","avg"
