"lwr","med","upr","metric","mod","method"
0.908147097316495,0.918438544706151,0.928147511478898,"nll","ci","trafo"
0.0525733798487044,0.0533275564530955,0.0541128281569543,"rps","ci","trafo"
0.120804881927592,0.124621139183471,0.128673801743263,"eqwk","ci","trafo"
0.366883153322706,0.372969539949091,0.378384739663166,"eacc","ci","trafo"
0.537808267397388,0.56424404712425,0.593736480556739,"cint","ci","trafo"
1.1686470819132,1.19235756239496,1.21710874164182,"cslope","ci","trafo"
-0.6481776473921,-0.637886200002444,-0.628177233229697,"dnll","ci","trafo"
-0.0662576124698077,-0.0655034358654167,-0.0647181641615579,"drps","ci","trafo"
-0.467009977214422,-0.463193719958543,-0.459141057398751,"deqwk","ci","trafo"
-0.260340357891525,-0.254253971265139,-0.248838771551064,"deacc","ci","trafo"
