"lwr","med","upr","metric","mod","method"
1.13191791795861,1.13744892768708,1.14263659627914,"nll","sics","avg"
0.0669756768172682,0.0673572920093725,0.0677339591707594,"rps","sics","avg"
0.213106413574582,0.215459503606015,0.217798309294531,"eqwk","sics","avg"
0.462707152992192,0.465572949500506,0.468037743934338,"eacc","sics","avg"
0.346289911092536,0.356316129680103,0.366898595266174,"cint","sics","avg"
1.40318408516569,1.41899372431066,1.43609727671997,"cslope","sics","avg"
-0.424406826749983,-0.418875817021511,-0.413688148429456,"dnll","sics","avg"
-0.051855315501244,-0.0514737003091397,-0.0510970331477528,"drps","sics","avg"
-0.374708445567432,-0.372355355535999,-0.370016549847483,"deqwk","sics","avg"
-0.164516358222039,-0.161650561713724,-0.159185767279892,"deacc","sics","avg"
