"w.1","w.2","w.3","w.4","w.5","spl","method"
0.0824641103199531,0,0.0666176500641119,0.331137881597336,0.5197803580186,1,"linear"
0.344693644823643,0.210999516700338,0.0286338587450075,0,0.415672979731012,2,"linear"
0,0.559178976751731,0.0916581728359178,0.0257228855513268,0.323439964861025,3,"linear"
0,0.373859090391589,0.155243674609782,0.255836237746345,0.215060997252284,4,"linear"
0,0.202493287075162,0.268709925120462,0.135930420960412,0.392866366843965,5,"linear"
0.0638359041407466,0.342779496738923,0.29140984714812,0.30197475197221,0,6,"linear"
0.088880158354202,0,0.0957030362166092,0.382215332089646,0.433201473339543,1,"log-linear"
0.299534491583719,0.237614659977773,0.0411187898320369,0,0.421732058606471,2,"log-linear"
0,0.551766171516713,0.0672663502360226,0.0536336480245825,0.327333830222682,3,"log-linear"
0.00842247010259659,0.332348272703253,0.17679596306019,0.291914744132669,0.190518550001291,4,"log-linear"
0,0.235554632712608,0.272272274669537,0.109849690096121,0.382323402521734,5,"log-linear"
0.111878829756665,0.347939938684138,0.246946862827211,0.277281303257273,0.0159530654747119,6,"log-linear"
0,0,0.064529592311052,0.42562551361249,0.509844894076458,1,"trafo"
0.258481245111885,0.20977938209528,0,0,0.531739372792835,2,"trafo"
0,0.599182173073298,0.0265630178688308,0,0.374254809057871,3,"trafo"
0,0.354055422164425,0.140362730140927,0.358419360805447,0.147162486889201,4,"trafo"
0,0.248736652693194,0.377574058821846,0.0039868042589285,0.369702484226032,5,"trafo"
0.0866841310095552,0.359042862049245,0.245796797548082,0.308476209393117,0,6,"trafo"
