"var","lor","mod","spl","w"
"x_1",-0.0156089477241039,"silscs","3",0
"x_1",-0.0177849903702736,"silscs","3",0.374254809057871
"x_1",0.00890218839049339,"silscs","4",0
"x_1",0.0114989336580038,"silscs","4",0.354055422164425
"x_1",0.00920004025101662,"silscs","4",0.140362730140927
"x_1",-0.00368261337280273,"silscs","4",0.358419360805447
"x_1",0.0085261594504118,"silscs","4",0.147162486889201
"x_1",-0.000835932733025402,"silscs","5",0
"x_1",-0.00363949965685606,"silscs","5",0.248736652693194
"x_1",0.00497742788866162,"silscs","5",0.377574058821846
"x_1",-0.00394931528717279,"silscs","5",0.0039868042589285
"x_1",0.00503605511039495,"silscs","5",0.369702484226032
"x_1",-0.0122917387634516,"silscs","6",0.0866841310095552
"x_1",-0.0241463202983141,"silscs","6",0.359042862049245
"x_1",-0.0231499169021845,"silscs","6",0.245796797548082
"x_1",-0.0185091570019722,"silscs","6",0.308476209393117
"x_1",-0.0181731432676315,"silscs","6",0
"x_2",0.119362346827984,"silscs","1",0
"x_2",0.105475977063179,"silscs","1",0
"x_2",0.107841335237026,"silscs","1",0.064529592311052
"x_2",0.106361784040928,"silscs","1",0.42562551361249
"x_2",0.111647807061672,"silscs","1",0.509844894076458
"x_2",0.132341399788857,"silscs","2",0.258481245111885
"x_2",0.113126955926418,"silscs","2",0.20977938209528
"x_2",0.110721595585346,"silscs","2",0
"x_2",0.109690092504025,"silscs","2",0
"x_2",0.106854036450386,"silscs","2",0.531739372792835
"x_2",0.103946648538113,"silscs","3",0
"x_2",0.11173564940691,"silscs","3",0.599182173073298
"x_2",0.12366683781147,"silscs","3",0.0265630178688308
"x_2",0.11554766446352,"silscs","3",0
"x_2",0.0999752283096313,"silscs","3",0.374254809057871
"x_2",0.109280586242676,"silscs","4",0
"x_2",0.125215530395508,"silscs","4",0.354055422164425
"x_2",0.114724881947041,"silscs","4",0.140362730140927
"x_2",0.10346794873476,"silscs","4",0.358419360805447
"x_2",0.127096876502037,"silscs","4",0.147162486889201
"x_2",0.103908188641071,"silscs","5",0
"x_2",0.104809172451496,"silscs","5",0.248736652693194
"x_2",0.102626375854015,"silscs","5",0.377574058821846
"x_2",0.113816797733307,"silscs","5",0.0039868042589285
"x_2",0.111705735325813,"silscs","5",0.369702484226032
"x_2",0.0832472369074821,"silscs","6",0.0866841310095552
"x_2",0.0975420624017715,"silscs","6",0.359042862049245
"x_2",0.103063501417637,"silscs","6",0.245796797548082
"x_2",0.102772355079651,"silscs","6",0.308476209393117
"x_2",0.0946249589323997,"silscs","6",0
"x_3",-0.0859140232205391,"silscs","1",0
"x_3",-0.0810444727540016,"silscs","1",0
"x_3",-0.0740668401122093,"silscs","1",0.064529592311052
"x_3",-0.0886536911129951,"silscs","1",0.42562551361249
"x_3",-0.0845744609832764,"silscs","1",0.509844894076458
"x_3",-0.106219299137592,"silscs","2",0.258481245111885
"x_3",-0.0873749926686287,"silscs","2",0.20977938209528
"x_3",-0.0932532846927643,"silscs","2",0
"x_3",-0.0826373770833015,"silscs","2",0
"x_3",-0.0853584781289101,"silscs","2",0.531739372792835
"x_3",-0.0958990678191185,"silscs","3",0
"x_3",-0.105512894690037,"silscs","3",0.599182173073298
"x_3",-0.108471162617207,"silscs","3",0.0265630178688308
"x_3",-0.105676233768463,"silscs","3",0
"x_3",-0.0890745297074318,"silscs","3",0.374254809057871
"x_3",-0.0981051325798035,"silscs","4",0
"x_3",-0.103035680949688,"silscs","4",0.354055422164425
"x_3",-0.102046236395836,"silscs","4",0.140362730140927
"x_3",-0.0966716408729553,"silscs","4",0.358419360805447
"x_3",-0.110875487327576,"silscs","4",0.147162486889201
"x_3",-0.0853071212768555,"silscs","5",0
"x_3",-0.0856156498193741,"silscs","5",0.248736652693194
"x_3",-0.0757912695407867,"silscs","5",0.377574058821846
"x_3",-0.0910950899124146,"silscs","5",0.0039868042589285
"x_3",-0.0898953154683113,"silscs","5",0.369702484226032
"x_3",-0.0719050690531731,"silscs","6",0.0866841310095552
"x_3",-0.0895143821835518,"silscs","6",0.359042862049245
"x_3",-0.0904589667916298,"silscs","6",0.245796797548082
