"w.1","w.2","w.3","w.4","w.5","spl","method"
0.0107283130737278,0.367961829735473,0.428325897452651,0.00716480151267011,0.185819158225479,1,"linear"
0.121263601392287,0.18811762952911,0.425554550050122,0.0702464965667756,0.194817722461705,2,"linear"
0.01945880236784,0.344035952945501,0.267870167974317,0.191252743384053,0.177382333328289,3,"linear"
0.0550576746433745,0,0.268429388403467,0.266905387111043,0.409607549842116,4,"linear"
0.0881265392828373,0.456386359959789,0.192968537816495,0.262518562940878,0,5,"linear"
0,0.15154401226276,0.195312059787401,0.155768602316634,0.497375325633205,6,"linear"
0.00455747351362824,0.42220624415727,0.363620440068974,0.00116289600933481,0.208452946250792,1,"log-linear"
0.129876705896858,0.171664453610667,0.478221512684054,0.0707987946885985,0.149438533119822,2,"log-linear"
0,0.36565321999145,0.215941190978109,0.25060566963931,0.167799919391131,3,"log-linear"
0.0498582725339315,0,0.257567122747731,0.301951223977449,0.390623380740889,4,"log-linear"
0.146686269275025,0.470411736765447,0.149141539697713,0.233760454261815,0,5,"log-linear"
0,0.15153732371083,0.176258938651756,0.215887238100784,0.45631649953663,6,"log-linear"
0,0.46176850537705,0.385141341237591,0,0.153090153385359,1,"trafo"
0.0740868175177317,0.228830237378247,0.527299035334944,0.0243535845296971,0.14543032523938,2,"trafo"
0,0.411956420316843,0.238698774487553,0.172999514322316,0.176345290873288,3,"trafo"
0,0,0.32555969335123,0.251587657232537,0.422852649416233,4,"trafo"
0.0253700785441022,0.539752302365142,0.159924312736869,0.274953306353886,0,5,"trafo"
0,0.0422816190398572,0.234972401098101,0.189216295472108,0.533529684389934,6,"trafo"
