"var","lor","mod","spl","w"
"gender",0.0413052923977375,"cils","1",0.158747029014959
"gender",0.0689021795988083,"cils","1",0.21047194639026
"gender",0.142548322677612,"cils","1",0.183887450607829
"gender",0.102759465575218,"cils","1",0.152964092316266
"gender",0.102781802415848,"cils","1",0.293929481670686
"gender",0.0908608734607697,"cils","2",0.201567969452972
"gender",0.125031232833862,"cils","2",0.220290180127415
"gender",0.0926178321242332,"cils","2",0.291305356303952
"gender",0.0725283920764923,"cils","2",0.167126067408771
"gender",0.121397756040096,"cils","2",0.11971042670689
"gender",0.0837933197617531,"cils","3",0.0981627424571116
"gender",0.0505530796945095,"cils","3",0.297922321796647
"gender",0.0769599750638008,"cils","3",0.172703240118419
"gender",0.114012874662876,"cils","3",0.218695085747494
"gender",0.105858311057091,"cils","3",0.212516609880328
"gender",0.116333544254303,"cils","4",0.128871760619421
"gender",0.130801886320114,"cils","4",0.0798794871653279
"gender",-0.0131238466128707,"cils","4",0.38063482735783
"gender",0.0816439464688301,"cils","4",0.215347393386323
"gender",0.0869543254375458,"cils","4",0.195266531471098
"gender",0.109571062028408,"cils","5",0.161602888561096
"gender",0.0168446842581034,"cils","5",0.298982760470919
"gender",0.0429507717490196,"cils","5",0.232441117699827
"gender",0.0346636362373829,"cils","5",0.128124054215647
"gender",0.110327154397964,"cils","5",0.178849179052511
"gender",0.0360458418726921,"cils","6",0.170231791887816
"gender",0.0827367976307869,"cils","6",0.190092449119986
"gender",0.00759802153334022,"cils","6",0.309326452565787
"gender",0.0713452324271202,"cils","6",0.224229786864535
"gender",0.0420011952519417,"cils","6",0.106119519561875
"x_1",-0.0154888369143009,"cils","1",0.158747029014959
"x_1",-0.0119631942361593,"cils","1",0.21047194639026
"x_1",-0.0179341323673725,"cils","1",0.183887450607829
"x_1",-0.0110226096585393,"cils","1",0.152964092316266
"x_1",-0.0121374521404505,"cils","1",0.293929481670686
"x_1",-0.0170392021536827,"cils","2",0.201567969452972
"x_1",-0.0114284874871373,"cils","2",0.220290180127415
"x_1",0.00520623009651899,"cils","2",0.291305356303952
"x_1",-0.0116025721654296,"cils","2",0.167126067408771
"x_1",-0.0182658825069666,"cils","2",0.11971042670689
"x_1",-0.0138533832505345,"cils","3",0.0981627424571116
"x_1",-0.0291612613946199,"cils","3",0.297922321796647
"x_1",-0.0231602154672146,"cils","3",0.172703240118419
"x_1",-0.0186602268368006,"cils","3",0.218695085747494
"x_1",-0.0192029792815447,"cils","3",0.212516609880328
"x_1",-0.00133807701058686,"cils","4",0.128871760619421
"x_1",0.0136833721771836,"cils","4",0.0798794871653279
"x_1",-0.00359228206798434,"cils","4",0.38063482735783
"x_1",-0.00714154355227947,"cils","4",0.215347393386323
"x_1",0.00854631420224905,"cils","4",0.195266531471098
"x_1",-0.00594592373818159,"cils","5",0.161602888561096
"x_1",0.00608617579564452,"cils","5",0.298982760470919
"x_1",-0.00529591226950288,"cils","5",0.232441117699827
"x_1",-0.00568705284968019,"cils","5",0.128124054215647
"x_1",-0.00350469793193042,"cils","5",0.178849179052511
"x_1",-0.0548598989844322,"cils","6",0.170231791887816
"x_1",-0.0424139648675919,"cils","6",0.190092449119986
"x_1",-0.0362655371427536,"cils","6",0.309326452565787
"x_1",-0.0521823018789291,"cils","6",0.224229786864535
"x_1",-0.0460211783647537,"cils","6",0.106119519561875
"x_2",0.170326545834541,"cils","1",0.158747029014959
"x_2",0.205220386385918,"cils","1",0.21047194639026
"x_2",0.181713029742241,"cils","1",0.183887450607829
"x_2",0.193949311971664,"cils","1",0.152964092316266
"x_2",0.188470736145973,"cils","1",0.293929481670686
"x_2",0.195954591035843,"cils","2",0.201567969452972
"x_2",0.191486462950706,"cils","2",0.220290180127415
"x_2",0.204541832208633,"cils","2",0.291305356303952
"x_2",0.179106622934341,"cils","2",0.167126067408771
"x_2",0.212879911065102,"cils","2",0.11971042670689
"x_2",0.201497703790665,"cils","3",0.0981627424571116
"x_2",0.177721127867699,"cils","3",0.297922321796647
"x_2",0.167020112276077,"cils","3",0.172703240118419
"x_2",0.200490012764931,"cils","3",0.218695085747494
"x_2",0.172421589493752,"cils","3",0.212516609880328
"x_2",0.2489073574543,"cils","4",0.128871760619421
"x_2",0.212967455387115,"cils","4",0.0798794871653279
"x_2",0.168696746230125,"cils","4",0.38063482735783
"x_2",0.210803747177124,"cils","4",0.215347393386323
"x_2",0.188858181238174,"cils","4",0.195266531471098
"x_2",0.189264431595802,"cils","5",0.161602888561096
"x_2",0.187862902879715,"cils","5",0.298982760470919
"x_2",0.196900099515915,"cils","5",0.232441117699827
"x_2",0.212679266929626,"cils","5",0.128124054215647
"x_2",0.24062368273735,"cils","5",0.178849179052511
"x_2",0.193459957838058,"cils","6",0.170231791887816
"x_2",0.175154358148575,"cils","6",0.190092449119986
"x_2",0.162274107336998,"cils","6",0.309326452565787
"x_2",0.170241624116898,"cils","6",0.224229786864535
"x_2",0.189354255795479,"cils","6",0.106119519561875
"x_3",-0.13595113158226,"cils","1",0.158747029014959
"x_3",-0.158596619963646,"cils","1",0.21047194639026
"x_3",-0.154289662837982,"cils","1",0.183887450607829
"x_3",-0.131947457790375,"cils","1",0.152964092316266
"x_3",-0.142066136002541,"cils","1",0.293929481670686
"x_3",-0.157068014144897,"cils","2",0.201567969452972
"x_3",-0.158987328410149,"cils","2",0.220290180127415
"x_3",-0.163323685526848,"cils","2",0.291305356303952
"x_3",-0.145073965191841,"cils","2",0.167126067408771
"x_3",-0.169727072119713,"cils","2",0.11971042670689
"x_3",-0.188046336174011,"cils","3",0.0981627424571116
"x_3",-0.182795241475105,"cils","3",0.297922321796647
"x_3",-0.168894082307816,"cils","3",0.172703240118419
"x_3",-0.184159100055695,"cils","3",0.218695085747494
"x_3",-0.168013602495193,"cils","3",0.212516609880328
"x_3",-0.20698818564415,"cils","4",0.128871760619421
"x_3",-0.188815966248512,"cils","4",0.0798794871653279
"x_3",-0.148368924856186,"cils","4",0.38063482735783
"x_3",-0.170797318220139,"cils","4",0.215347393386323
"x_3",-0.163240194320679,"cils","4",0.195266531471098
"x_3",-0.168231204152107,"cils","5",0.161602888561096
"x_3",-0.151016131043434,"cils","5",0.298982760470919
"x_3",-0.163243994116783,"cils","5",0.232441117699827
"x_3",-0.166594505310059,"cils","5",0.128124054215647
"x_3",-0.188816010951996,"cils","5",0.178849179052511
"x_3",-0.176040694117546,"cils","6",0.170231791887816
"x_3",-0.151443138718605,"cils","6",0.190092449119986
"x_3",-0.163837820291519,"cils","6",0.309326452565787
"x_3",-0.159015789628029,"cils","6",0.224229786864535
"x_3",-0.168548345565796,"cils","6",0.106119519561875
"x_4",-0.00135029153898358,"cils","1",0.158747029014959
"x_4",0.00659919995814562,"cils","1",0.21047194639026
"x_4",-0.0156260095536709,"cils","1",0.183887450607829
"x_4",0.0025502594653517,"cils","1",0.152964092316266
"x_4",-0.0104262791574001,"cils","1",0.293929481670686
"x_4",0.0084745641797781,"cils","2",0.201567969452972
"x_4",0.0138318073004484,"cils","2",0.220290180127415
"x_4",0.00374202756211162,"cils","2",0.291305356303952
"x_4",0.00286050513386726,"cils","2",0.167126067408771
"x_4",-0.0012747214641422,"cils","2",0.11971042670689
"x_4",-0.0124905304983258,"cils","3",0.0981627424571116
"x_4",-0.0319663845002651,"cils","3",0.297922321796647
"x_4",-0.0213846229016781,"cils","3",0.172703240118419
"x_4",-0.0270202811807394,"cils","3",0.218695085747494
"x_4",-0.0237663555890322,"cils","3",0.212516609880328
"x_4",0.0158059392124414,"cils","4",0.128871760619421
"x_4",-0.00971056148409843,"cils","4",0.0798794871653279
"x_4",-0.00329681835137308,"cils","4",0.38063482735783
"x_4",-0.0073232389986515,"cils","4",0.215347393386323
"x_4",0.0137395653873682,"cils","4",0.195266531471098
"x_4",-0.00531276501715183,"cils","5",0.161602888561096
"x_4",-0.00721358694136143,"cils","5",0.298982760470919
"x_4",0.00300224055536091,"cils","5",0.232441117699827
"x_4",0.00639478862285614,"cils","5",0.128124054215647
"x_4",-0.00867122132331133,"cils","5",0.178849179052511
"x_4",0.00192648032680154,"cils","6",0.170231791887816
"x_4",-0.0167222674936056,"cils","6",0.190092449119986
"x_4",-0.00315407477319241,"cils","6",0.309326452565787
"x_4",-0.0088940542191267,"cils","6",0.224229786864535
"x_4",0.00283268722705543,"cils","6",0.106119519561875
"x_5",0.361555546522141,"cils","1",0.158747029014959
"x_5",0.396096110343933,"cils","1",0.21047194639026
"x_5",0.40097564458847,"cils","1",0.183887450607829
"x_5",0.377790600061417,"cils","1",0.152964092316266
"x_5",0.395784974098206,"cils","1",0.293929481670686
"x_5",0.370004713535309,"cils","2",0.201567969452972
"x_5",0.357300251722336,"cils","2",0.220290180127415
"x_5",0.365882486104965,"cils","2",0.291305356303952
"x_5",0.323583990335464,"cils","2",0.167126067408771
"x_5",0.401735812425613,"cils","2",0.11971042670689
"x_5",0.390675038099289,"cils","3",0.0981627424571116
"x_5",0.35693833231926,"cils","3",0.297922321796647
"x_5",0.346964448690414,"cils","3",0.172703240118419
"x_5",0.409250140190125,"cils","3",0.218695085747494
"x_5",0.339123576879501,"cils","3",0.212516609880328
"x_5",0.49508872628212,"cils","4",0.128871760619421
"x_5",0.423664003610611,"cils","4",0.0798794871653279
"x_5",0.342976063489914,"cils","4",0.38063482735783
"x_5",0.42320117354393,"cils","4",0.215347393386323
"x_5",0.378367483615875,"cils","4",0.195266531471098
"x_5",0.408807754516602,"cils","5",0.161602888561096
"x_5",0.360045522451401,"cils","5",0.298982760470919
"x_5",0.401410400867462,"cils","5",0.232441117699827
"x_5",0.396501451730728,"cils","5",0.128124054215647
"x_5",0.464846938848495,"cils","5",0.178849179052511
"x_5",0.434376180171967,"cils","6",0.170231791887816
"x_5",0.381570369005203,"cils","6",0.190092449119986
"x_5",0.405643373727798,"cils","6",0.309326452565787
"x_5",0.367480546236038,"cils","6",0.224229786864535
"x_5",0.40874919295311,"cils","6",0.106119519561875
"x_6",-0.389505118131638,"cils","1",0.158747029014959
"x_6",-0.442167282104492,"cils","1",0.21047194639026
"x_6",-0.438695073127747,"cils","1",0.183887450607829
"x_6",-0.403163999319077,"cils","1",0.152964092316266
"x_6",-0.425354838371277,"cils","1",0.293929481670686
"x_6",-0.435434758663177,"cils","2",0.201567969452972
"x_6",-0.411544561386108,"cils","2",0.220290180127415
"x_6",-0.420618504285812,"cils","2",0.291305356303952
"x_6",-0.376427292823792,"cils","2",0.167126067408771
"x_6",-0.469851791858673,"cils","2",0.11971042670689
"x_6",-0.467405647039413,"cils","3",0.0981627424571116
"x_6",-0.406539529561996,"cils","3",0.297922321796647
"x_6",-0.40532511472702,"cils","3",0.172703240118419
"x_6",-0.467467665672302,"cils","3",0.218695085747494
"x_6",-0.401601552963257,"cils","3",0.212516609880328
"x_6",-0.528786838054657,"cils","4",0.128871760619421
"x_6",-0.471656709909439,"cils","4",0.0798794871653279
"x_6",-0.360538184642792,"cils","4",0.38063482735783
"x_6",-0.440156280994415,"cils","4",0.215347393386323
"x_6",-0.428471744060516,"cils","4",0.195266531471098
"x_6",-0.437724590301514,"cils","5",0.161602888561096
"x_6",-0.396323978900909,"cils","5",0.298982760470919
"x_6",-0.425766050815582,"cils","5",0.232441117699827
"x_6",-0.44641375541687,"cils","5",0.128124054215647
"x_6",-0.492157846689224,"cils","5",0.178849179052511
"x_6",-0.481834590435028,"cils","6",0.170231791887816
"x_6",-0.410751610994339,"cils","6",0.190092449119986
"x_6",-0.431202054023743,"cils","6",0.309326452565787
"x_6",-0.404999136924744,"cils","6",0.224229786864535
"x_6",-0.429356694221497,"cils","6",0.106119519561875
"x_7",0.00612015975639224,"cils","1",0.158747029014959
"x_7",-0.0100035956129432,"cils","1",0.21047194639026
"x_7",-0.0295798052102327,"cils","1",0.183887450607829
"x_7",-0.000904183019883931,"cils","1",0.152964092316266
"x_7",-0.0235610883682966,"cils","1",0.293929481670686
"x_7",0.0356225557625294,"cils","2",0.201567969452972
"x_7",0.0249511543661356,"cils","2",0.220290180127415
"x_7",0.0197418816387653,"cils","2",0.291305356303952
"x_7",0.0381694361567497,"cils","2",0.167126067408771
"x_7",0.0188328046351671,"cils","2",0.11971042670689
"x_7",0.0211609825491905,"cils","3",0.0981627424571116
"x_7",0.00384016521275043,"cils","3",0.297922321796647
"x_7",0.0103827500715852,"cils","3",0.172703240118419
"x_7",0.0220678932964802,"cils","3",0.218695085747494
"x_7",0.0268332753330469,"cils","3",0.212516609880328
"x_7",0.00639821635559201,"cils","4",0.128871760619421
"x_7",0.00342750456184149,"cils","4",0.0798794871653279
"x_7",0.0171276833862066,"cils","4",0.38063482735783
"x_7",0.0157521683722734,"cils","4",0.215347393386323
"x_7",0.0104317180812359,"cils","4",0.195266531471098
"x_7",0.0316733121871948,"cils","5",0.161602888561096
"x_7",0.00113662029616535,"cils","5",0.298982760470919
"x_7",0.0158035270869732,"cils","5",0.232441117699827
"x_7",0.019191337749362,"cils","5",0.128124054215647
"x_7",0.00133163074497133,"cils","5",0.178849179052511
"x_7",0.00157635263167322,"cils","6",0.170231791887816
"x_7",-0.0244230665266514,"cils","6",0.190092449119986
"x_7",-0.0239253975450993,"cils","6",0.309326452565787
"x_7",-0.00217929761856794,"cils","6",0.224229786864535
"x_7",-0.0213466230779886,"cils","6",0.106119519561875
"x_8",0.012996407225728,"cils","1",0.158747029014959
"x_8",0.00655677309259772,"cils","1",0.21047194639026
"x_8",0.00580490427091718,"cils","1",0.183887450607829
"x_8",-0.0051136426627636,"cils","1",0.152964092316266
"x_8",8.91269446583465e-05,"cils","1",0.293929481670686
"x_8",0.00353973638266325,"cils","2",0.201567969452972
"x_8",-0.000747563841287047,"cils","2",0.220290180127415
"x_8",0.0140714952722192,"cils","2",0.291305356303952
"x_8",-1.08782514871564e-05,"cils","2",0.167126067408771
"x_8",0.000637109391391277,"cils","2",0.11971042670689
"x_8",0.00070126261562109,"cils","3",0.0981627424571116
"x_8",0.00792049709707499,"cils","3",0.297922321796647
"x_8",0.00184259610250592,"cils","3",0.172703240118419
"x_8",-0.00180339778307825,"cils","3",0.218695085747494
"x_8",0.00464790780097246,"cils","3",0.212516609880328
"x_8",0.0314386896789074,"cils","4",0.128871760619421
"x_8",0.030750336125493,"cils","4",0.0798794871653279
"x_8",0.0308118350803852,"cils","4",0.38063482735783
"x_8",0.0369500890374184,"cils","4",0.215347393386323
"x_8",0.0297242980450392,"cils","4",0.195266531471098
"x_8",0.00416570995002985,"cils","5",0.161602888561096
"x_8",0.0161572527140379,"cils","5",0.298982760470919
"x_8",0.00773648684844375,"cils","5",0.232441117699827
"x_8",0.0113005787134171,"cils","5",0.128124054215647
"x_8",0.0101506328210235,"cils","5",0.178849179052511
"x_8",0.0286166854202747,"cils","6",0.170231791887816
"x_8",0.0180259700864553,"cils","6",0.190092449119986
"x_8",0.0300821643322706,"cils","6",0.309326452565787
"x_8",0.0233917124569416,"cils","6",0.224229786864535
"x_8",0.0360838621854782,"cils","6",0.106119519561875
"x_9",0.00950213149189949,"cils","1",0.158747029014959
"x_9",0.0211866963654757,"cils","1",0.21047194639026
"x_9",0.0151296220719814,"cils","1",0.183887450607829
"x_9",0.0121238250285387,"cils","1",0.152964092316266
"x_9",0.0189706161618233,"cils","1",0.293929481670686
"x_9",0.0044976444914937,"cils","2",0.201567969452972
"x_9",0.0126971881836653,"cils","2",0.220290180127415
"x_9",0.00468928879126906,"cils","2",0.291305356303952
"x_9",0.00688802916556597,"cils","2",0.167126067408771
"x_9",0.00405614171177149,"cils","2",0.11971042670689
"x_9",0.00406987452879548,"cils","3",0.0981627424571116
