"lwr","med","upr","metric","mod","method"
1.10216479843525,1.10919785946388,1.11562477721629,"nll","sics","avg"
0.0642362652369146,0.0647217985438389,0.0651599389989542,"rps","sics","avg"
0.187154223002218,0.18997823882094,0.192914880980515,"eqwk","sics","avg"
0.451321430019792,0.454932221971097,0.458206512536038,"eacc","sics","avg"
0.317826307236518,0.330750034903865,0.34309578889593,"cint","sics","avg"
1.26178813444696,1.27879403517537,1.29833751489323,"cslope","sics","avg"
-0.454159946273349,-0.447126885244711,-0.440699967492306,"dnll","sics","avg"
-0.0545947270815975,-0.0541091937746732,-0.053671053319558,"drps","sics","avg"
-0.400660636139796,-0.397836620321073,-0.394899978161498,"deqwk","sics","avg"
-0.175902081194438,-0.172291289243133,-0.169016998678192,"deacc","sics","avg"
