"w.1","w.2","w.3","w.4","w.5","spl","method"
0.152262843054007,0.217435278015743,0.288216779528152,0.102352598003848,0.239732501398249,1,"linear"
0.0846957328472232,0.192776843014482,0.206669528647062,0.351332057899962,0.164525837591271,2,"linear"
0.197528784120159,0.178439410092749,0.248667792297362,0.235393984133746,0.139970029355984,3,"linear"
0.123704664554741,0.213441185051483,0.279686540043895,0.173550499817297,0.209617110532584,4,"linear"
0.161085319647701,0.236877929352911,0.187033893572819,0.203580689633776,0.211422167792794,5,"linear"
0.151671014499392,0.180173331200221,0.193105122619589,0.198597069400737,0.27645346228006,6,"linear"
0.212609318325191,0.185583304145468,0.224570606600996,0.0713241344708499,0.305912636457495,1,"log-linear"
0.126076541823884,0.216294555174614,0.171793030888499,0.325721998523044,0.160113873589959,2,"log-linear"
0.163539643903875,0.26144192474951,0.21533681311276,0.208063871527246,0.151617746706608,3,"log-linear"
0.113646844231614,0.176743023351131,0.249095945400981,0.207950896324219,0.252563290692054,4,"log-linear"
0.194616396419918,0.230929407523311,0.126900991294438,0.2183163649269,0.229236839835433,5,"log-linear"
0.217199936407948,0.148051113712877,0.243841560722043,0.190738925274373,0.200168463882758,6,"log-linear"
0.175620802802178,0.194483560786258,0.275344938923905,0.123662060680093,0.230888636807566,1,"trafo"
0.10468022345087,0.184240722575478,0.217003604450866,0.351846799311368,0.142228650211417,2,"trafo"
0.175746246889252,0.230802811704097,0.26355900457965,0.208067450993175,0.121824485833825,3,"trafo"
0.0938104996842119,0.192263763218921,0.301847687786333,0.164968586200627,0.247109463109907,4,"trafo"
0.131146420942212,0.244934930704234,0.185889704499456,0.239514423808584,0.198514520045515,5,"trafo"
0.163972461022647,0.158995206424692,0.249269536020875,0.154570374786695,0.273192421745091,6,"trafo"
